Name	Fl	Inventory	Index	BirthCountry	WorkCountry	Ethnicity	Woman
Palamas, Kostis	1899	Literature	1.92	Balkans	Balkans	Greek	0
Palestrina, Giovanni	1564	Music	21.07	Italy	Italy	Italian	0
Pallavicino, Carlo	1670	Music	1.51	Italy	Germany	Italian	0
Palma il Vecchio	1520	Art	1.39	Italy	Italy	Italian	0
Panaetius of Rhodes	-145	Philosophy	1.25	Ancient Greece	Ancient Greece	Ancient Greek	0
Pannini, Giovanni 	1732	Art	5.71	Italy	Italy	Italian	0
Parini, Giuseppe	1769	Literature	4.78	Italy	Italy	Italian	0
Parmenides of Elea	-475	Philosophy	12.82	Ancient Greece	Ancient Greece	Ancient Greek	0
Parmigianino, Francesco	1540	Art	18.96	Italy	Italy	Italian	0
Pascal, Blaise	1662	Philosophy	6.03	France	France	French	0
Pascoli, Giovanni	1895	Literature	4.99	Italy	Italy	Italian	0
Pasquini, Bernardo	1677	Music	1.88	Italy	Italy	Italian	0
Pasternak, Boris	1930	Literature	11.76	Russia	Russia	Jewish	0
Patenier, Joachim	1520	Art	3.17	Belgium	Netherlands	Dutch	0
Patmore, Coventry	1863	Literature	1.50	Britain	Britain	English	0
Pavese, Cesare	1948	Literature	4.56	Italy	Italy	Italian	0
Peacock, Thomas Love	1825	Literature	2.36	Britain	Britain	English	0
Péguy, Charles Pierre	1913	Literature	6.25	France	France	French	0
Pelagius	400	Philosophy	2.27	Rome	Rome	Ancient Roman	0
Pellico, Silvio	1829	Literature	3.86	Italy	Italy	Italian	0
Pepusch, Johann	1707	Music	2.60	Germany	Germany	Germanic	0
Percy, Thomas	1769	Literature	2.75	Britain	Britain	English	0
Pereda, Jose Maria de	1873	Literature	3.26	Spain	Spain	Spanish	0
Perez Galdos, Benito	1883	Literature	6.58	Spain	Spain	Spanish	0
Pergolesi, Giovanni	1736	Music	10.60	Italy	Italy	Italian	0
Peri, Jacopo (Zazzerino)	1601	Music	6.45	Italy	Italy	Italian	0
Pérotin	1130	Music	6.30	France	France	French	0
Perrault, Charles	1668	Literature	6.64	France	France	French	0
Persius	62	Literature	3.60	Rome	Rome	Ancient Roman	0
Perugino (Vannucci)	1488	Art	14.94	Italy	Italy	Italian	0
Pessoa, Fernando	1928	Literature	3.16	Portugal	Portugal	Portuguese	0
Petöfi, Sandor	1849	Literature	5.67	Hungary	Hungary	Hungarian	0
Petrarch	1344	Literature	39.81	Italy	Italy	Italian	0
Petrassi, Goffredo	1944	Music	1.56	Italy	Italy	Italian	0
Petronius Arbiter	50	Literature	9.32	Rome	Rome	Ancient Roman	0
Pevsner, Antoine	1926	Art	3.23	Russia	France	Jewish	0
Pfitzner, Hans	1909	Music	3.70	Russia	Germany	Slavic	0
Philidor, François	1766	Music	3.31	France	France	French	0
Philips, Peter	1600	Music	1.18	Britain	Belgium	English	0
Philo Judaeus	15	Philosophy	7.55	Ancient Greece	Ancient Greece	Jewish	0
Piazzetta, Giovanni	1723	Art	3.19	Italy	Italy	Italian	0
Picabia, Francis	1919	Art	6.73	France	Switzerland	Italian	0
Picasso, Pablo	1921	Art	77.32	Spain	France	Spanish	0
Piccinni, Niccolò	1768	Music	6.89	Italy	Italy	Italian	0
Piero della Francesca	1457	Art	28.69	Italy	Italy	Italian	0
Piero di Cosimo	1501	Art	4.60	Italy	Italy	Italian	0
Pigalle, Jean	1754	Art	2.99	France	France	French	0
Pijper, Willem	1934	Music	1.07	Netherlands	Netherlands	Dutch	0
Pilkington, Francis	1610	Music	1.00	Britain	Britain	English	0
Pilon, Germain	1565	Art	2.44	France	France	French	0
Pindar of Cynoscephalae	-478	Literature	16.51	Ancient Greece	Ancient Greece	Ancient Greek	0
Pintoricchio (di Betto)	1494	Art	3.01	Italy	Italy	Italian	0
Pirandello, Luigi	1907	Literature	14.60	Italy	Italy	Italian	0
Pisanello (Pisano)	1435	Art	7.52	Italy	Italy	Italian	0
Pisano, Andrea (Pontedera)	1330	Art	7.69	Italy	Italy	Italian	0
Pisano, Giovanni	1285	Art	15.38	Italy	Italy	Italian	0
Pisano, Nicola	1270	Art	13.71	Italy	Italy	Italian	0
Pisemsky, Alexey	1860	Literature	2.28	Russia	Russia	Slavic	0
Pissarro, Camille	1870	Art	18.55	France	France	Jewish	0
Pizzetti, Ildebrando	1920	Music	3.69	Italy	Italy	Italian	0
Platen-Hallermünde, August von	1835	Literature	3.79	Germany	Germany	Germanic	0
Plato	-388	Philosophy	87.20	Ancient Greece	Ancient Greece	Ancient Greek	0
Plautus	-214	Literature	18.83	Rome	Rome	Ancient Roman	0
Pleyel, Ignace	1797	Music	1.63	Austria	Austria	Germanic	0
Pliny the Elder	63	Literature	5.62	Rome	Rome	Ancient Roman	0
Pliny the Younger	101	Literature	5.08	Rome	Rome	Ancient Roman	0
Plotinus of Lycopolis	244	Philosophy	17.23	Ancient Greece	Ancient Greece	Ancient Greek	0
Plutarch (Boeotia)	86	Literature	16.02	Ancient Greece	Ancient Greece	Ancient Greek	0
Poliziano, Angelo (Politien)	1494	Literature	7.08	Italy	Italy	Italian	0
Pollaiuolo, Antonio del	1471	Art	17.74	Italy	Italy	Italian	0
Pollarolo, Carlo Francesco	1693	Music	1.00	Italy	Italy	Italian	0
Polybius	-160	Literature	6.44	Ancient Greece	Ancient Greece	Ancient Greek	0
Pontoppidan, Henrik	1897	Literature	4.34	Denmark	Denmark	Danish	0
Pontormo, Jacopo	1534	Art	10.13	Italy	Italy	Italian	0
Pope, Alexander	1728	Literature	21.18	Britain	Britain	English	0
Porphyrius of Phoenicia 	272	Philosophy	3.80	Ancient Greece	Ancient Greece	Ancient Greek	0
Porpora, Nicola	1726	Music	3.86	Italy	Italy	Italian	0
Poseidoios of Apamea	-95	Philosophy	1.75	Ancient Greece	Ancient Greece	Ancient Greek	0
Poulenc, Francis	1939	Music	8.46	France	France	French	0
Poussin, Nicolas	1634	Art	32.97	France	France	French	0
Power, Leonel	1430	Music	2.25	Britain	Britain	English	0
Pozzo, Andrea	1682	Art	4.06	Germany	Italy	Germanic	0
Praetorius, Michael	1611	Music	4.29	Germany	Germany	Germanic	0
Prévert, Jacques	1940	Literature	3.34	France	France	French	0
Prévost, Antoine	1737	Literature	8.50	France	France	French	0
Primaticcio, Francesco	1544	Art	6.75	Italy	France	Italian	0
Proclus	450	Philosophy	6.83	Ancient Greece	Ancient Greece	Ancient Greek	0
Prokofiev, Sergei	1931	Music	11.52	Russia	Russia	Slavic	0
Propertius, Sextus	-15	Literature	6.42	Rome	Rome	Ancient Roman	0
Protagoras of Abdera	-445	Philosophy	5.45	Ancient Greece	Ancient Greece	Ancient Greek	0
Proust, Marcel	1911	Literature	22.25	France	France	Jewish	0
Provenzale, Francesco	1666	Music	2.22	Italy	Italy	Italian	0
Prud’hon, Pierre-Paul	1798	Art	2.11	France	France	French	0
Prudentius, Aurelius	388	Literature	3.57	Rome	Rome	Ancient Roman	0
Przybyszewski, Stanislaw	1908	Literature	3.25	Poland	Poland	Polish	0
Puccini, Giacomo 	1898	Music	9.74	Italy	Italy	Italian	0
Puget, Pierre	1660	Art	5.84	France	France	French	0
Pujol, Juan Pablo	1613	Music	1.00	Spain	Spain	Spanish	0
Pulci, Luigi	1472	Literature	5.60	Italy	Italy	Italian	0
Purcell, Henry	1695	Music	18.46	Britain	Britain	English	0
Pushkin, Alexander	1837	Literature	30.05	Russia	Russia	Slavic	0
Puvis de Chavannes, Pierre	1864	Art	6.75	France	France	French	0
Pyrrho of Elis	-327	Philosophy	2.61	Ancient Greece	Ancient Greece	Ancient Greek	0
Pythagoras of Samos	-520	Philosophy	14.38	Ancient Greece	Ancient Greece	Ancient Greek	0
Quasimodo, Salvatore	1941	Literature	2.91	Italy	Italy	Italian	0
Quercia, Jacopo della	1407	Art	9.58	Italy	Italy	Italian	0
Quevedo y Vallegas, Francisco de	1620	Literature	11.23	Spain	Spain	Spanish	0
Raabe, Wilhelm	1871	Literature	5.14	Germany	Germany	Germanic	0
Rabelais, François	1534	Literature	21.67	France	France	French	0
Rachmaninov, Sergei	1913	Music	7.13	Russia	Russia	Slavic	0
Racine, Jean	1679	Literature	33.74	France	France	French	0
Radcliffe, Ann	1804	Literature	2.72	Britain	Britain	English	1
Radiguet, Raymond	1923	Literature	2.46	France	France	French	0
Radishchev, Alexander	1789	Literature	2.42	Russia	Russia	Slavic	0
Raeburn, Henry	1796	Art	1.07	Britain	Britain	Scots	0
Raimondi, Marc	1520	Art	3.03	Italy	Italy	Italian	0
Raimund, Ferdinand	1830	Literature	2.29	Austria	Austria	Germanic	0
Rameau, Jean	1723	Music	21.96	France	France	French	0
Ramuz, Charles	1918	Literature	4.46	Switzerland	Switzerland	French	0
Raphael (Sanzio)	1520	Art	72.93	Italy	Italy	Italian	0
Ravel, Maurice	1915	Music	22.47	France	France	French	0
Redon, Odilon	1880	Art	6.01	France	France	French	0
Reger, Max	1913	Music	6.81	Germany	Germany	Germanic	0
Regnard, Jean	1695	Literature	2.42	France	France	French	0
Regnart, Jacob 	1580	Music	1.60	France	Austria	Flemish	0
Regnier, Mathurin	1613	Literature	3.05	France	France	French	0
Reicha, Antoine 	1810	Music	2.43	Czech	France	Czech	0
Reichardt, Johann	1792	Music	3.23	Germany	Germany	Germanic	0
Reichenbach, Hans	1931	Philosophy	1.97	Germany	Germany	Jewish	0
Reid, Thomas	1750	Philosophy	2.72	Britain	Britain	Scots	0
Reincken, Johann 	1663	Music	2.33	Germany	Germany	Germanic	0
Rej, Mikolaj	1545	Literature	1.24	Poland	Poland	Polish	0
Remarque, Erich	1938	Literature	4.78	Germany	Germany	Germanic	0
Rembrandt van Rijn	1646	Art	56.30	Netherlands	Netherlands	Dutch	0
Renan, Joseph	1863	Literature	5.24	France	France	French	0
Reni, Guido	1615	Art	11.48	Italy	Italy	Italian	0
Renoir, Auguste	1881	Art	28.40	France	France	French	0
Repin, Ilya	1884	Art	2.88	Russia	Russia	Slavic	0
Respighi, Ottorino	1919	Music	3.27	Italy	Italy	Italian	0
Reuchlin, Johann	1495	Literature	2.16	Germany	Germany	Germanic	0
Reuter, Fritz	1850	Literature	1.08	Germany	Germany	Germanic	0
Reutter, Georg von	1748	Music	1.00	Austria	Austria	Germanic	0
Reverdy, Pierre	1929	Literature	3.43	France	France	French	0
Reyer, Ernest	1863	Music	1.34	France	France	French	0
Reymont, Wladislaw	1907	Literature	4.81	Poland	Poland	Polish	0
Reynolds, Joshua	1763	Art	22.01	Britain	Britain	English	0
Ribeiro, Bernardim	1522	Literature	3.40	Portugal	Portugal	Portuguese	0
Ribera, Jusepe de	1631	Art	8.32	Spain	Italy	Spanish	0
Richardson, Samuel	1729	Literature	15.17	Britain	Britain	English	0
Richter, Franz Xaver	1749	Music	1.68	Czech	Germany	Czech	0
Riemenschneider, Tilman	1500	Art	7.19	Germany	Germany	Germanic	0
Rigaud, Hyacinthe	1699	Art	4.55	France	France	French	0
Rilke, Rainer 	1915	Literature	23.59	Czech	Austria	Czech	0
Rimbaud, Jean	1891	Literature	18.48	France	France	French	0
Rimsky-Korsakov, Nikolay	1884	Music	15.33	Russia	Russia	Slavic	0
Robbia, Luca della	1440	Art	10.58	Italy	Italy	Italian	0
Roberti, Ercole de'	1490	Art	4.29	Italy	Italy	Italian	0
Rodchenko, Alexander	1931	Art	4.87	Russia	Russia	Slavic	0
Rodenbach, Georges	1895	Literature	3.31	Belgium	Belgium	Flemish	0
Rodin, Auguste	1880	Art	27.11	France	France	French	0
Rojas, Fernando de	1505	Literature	1.50	Spain	Spain	Jewish	0
Rolland, Romain	1906	Literature	9.15	France	France	French	0
Romains, Jules (Farigoule)	1925	Literature	9.31	France	France	French	0
Romney, George	1774	Art	1.25	Britain	Britain	English	0
Ronsard, Pierre de	1564	Literature	18.07	France	France	French	0
Rore, Cypriano de	1555	Music	5.62	Belgium	Italy	Flemish	0
Roscellinus	1090	Philosophy	0.83	France	France	French	0
Rosenmüller, Johann 	1659	Music	1.63	Germany	Italy	Germanic	0
Rossellino, Antonio	1467	Art	3.55	Italy	Italy	Italian	0
Rossellino, Bernardo	1449	Art	4.66	Italy	Italy	Italian	0
Rossetti, Dante Gabriel	1868	Art	7.94	Britain	Britain	Italian	0
Rossi, Luigi	1637	Music	4.00	Italy	Italy	Italian	0
Rossi, Salamone 	1610	Music	1.50	Italy	Italy	Jewish	0
Rossini, Gioachino	1832	Music	21.49	Italy	Italy	Italian	0
Rosso Fiorentino	1534	Art	10.47	Italy	Italy	Italian	0
Rosso, Medardo	1898	Art	2.16	Italy	Italy	Italian	0
Rostand, Edmond	1908	Literature	5.33	France	France	French	0
Roth, Joseph	1934	Literature	0.69	Austria	Austria	Germanic	0
Rouault, Georges	1911	Art	9.96	France	France	French	0
Rousseau, Henri	1884	Art	11.68	France	France	French	0
Rousseau, Jean-Jacques	1752	Literature	47.82	Switzerland	France	French	0
Rousseau, Theodore	1852	Art	6.84	France	France	French	0
Roussel, Albert	1909	Music	4.67	France	France	French	0
Rubens, Peter Paul	1617	Art	48.93	Belgium	Netherlands	Dutch	0
Rückert, Friedrich	1828	Literature	2.36	Germany	Germany	Germanic	0
Rude, Francois	1824	Art	5.17	France	France	French	0
Rueda, Lope de	1550	Literature	3.02	Spain	Spain	Spanish	0
Ruisdael, Jacob van	1668	Art	11.69	Netherlands	Netherlands	Dutch	0
Ruiz, Juan (Archpriest of Hita)	1323	Literature	3.58	Spain	Spain	Spanish	0
Runeberg, Johann Ludvig	1844	Literature	3.53	Finland	Finland	Finnish	0
Runge, Philipp	1810	Art	5.40	Germany	Germany	Germanic	0
Russell, Bertrand	1912	Philosophy	17.72	Britain	Britain	English	0
Rutebeuf	1270	Literature	5.60	France	France	French	0
Rydberg, Abraham	1868	Literature	2.74	Sweden	Sweden	Swedish	0
Sacchetti, Franco	1370	Literature	3.27	Italy	Italy	Italian	0
Sacchini, Antonio	1770	Music	1.67	Italy	Italy	Italian	0
Sachs, Hans	1534	Literature	4.44	Germany	Germany	Germanic	0
Sade, Marquis de	1780	Literature	6.58	France	France	French	0
Saenredam, Pieter	1637	Art	2.43	Netherlands	Netherlands	Dutch	0
Saint-Exupéry, Antoine de 	1940	Literature	5.50	France	France	French	0
Saint-John Perse (Marie Léger)	1927	Literature	4.98	France	France	French	0
Saint-Pierre, Jacques de 	1777	Literature	8.20	France	France	French	0
Saint-Saëns, Camille	1875	Music	12.67	France	France	French	0
Saint-Simon, Henri de	1800	Literature	1.73	France	France	French	0
Saint-Simon, Louis	1715	Literature	2.63	France	France	French	0
Salieri, Antonio	1790	Music	4.67	Italy	Italy	Italian	0
Salluste du Bartas, Guillaume de 	1584	Literature	3.67	France	France	French	0
Saltykov, Mikhail (N. Shchedrin)	1866	Literature	6.12	Russia	Russia	Slavic	0
Salviati (de’ Rossi)	1550	Art	3.16	Italy	Italy	Italian	0
Sammartini, Giovanni	1738	Music	4.14	Italy	Italy	Italian	0
Sand, George (Dudevant)	1844	Literature	8.96	France	France	French	1
Sannazzaro, Jacopo	1496	Literature	7.10	Italy	Italy	Italian	0
Sansovino, Andrea	1507	Art	2.41	Italy	Italy	Italian	0
Sansovino, Il (Tatti)	1526	Art	6.65	Italy	Italy	Italian	0
Sappho of Lesbos	-600	Literature	10.46	Ancient Greece	Ancient Greece	Ancient Greek	1
Sardou, Victorien	1871	Literature	2.80	France	France	French	0
Sarti, Giuseppe	1769	Music	1.66	Italy	Denmark	Italian	0
Sartre, Jean-Paul	1945	Literature	14.00	France	France	French	0
Sassetta (di Giovanni)	1432	Art	3.04	Italy	Italy	Italian	0
Satie, Erik	1906	Music	7.33	France	France	French	0
Savoldo, Girolamo	1520	Art	2.84	Italy	Italy	Italian	0
Scandello, Antonio	1557	Music	1.00	Italy	Germany	Italian	0
Scarlatti, Alessandro	1700	Music	16.13	Italy	Italy	Italian	0
Scarlatti, Domenico	1725	Music	9.90	Italy	Italy	Italian	0
Scarron, Paul	1650	Literature	5.49	France	France	French	0
Scève, Maurice	1550	Literature	3.90	France	France	French	0
Schaeffer, Pierre	1949	Music	2.53	France	France	French	0
Scheibe, Johann	1748	Music	1.34	Germany	Germany	Germanic	0
Scheidemann, Heinrich	1635	Music	1.21	Germany	Germany	Germanic	0
Scheidt, Samuel	1627	Music	6.07	Germany	Germany	Germanic	0
Schein, Johann	1626	Music	4.25	Germany	Germany	Germanic	0
Schelling, Friedrich	1815	Philosophy	13.29	Germany	Germany	Germanic	0
Schenk, Johann	1793	Music	1.00	Austria	Austria	Germanic	0
Schiele, Egon	1918	Art	4.67	Germany	Germany	Germanic	0
Schiller, Ferdinand	1904	Philosophy	4.03	Switzerland	Britain	Germanic	0
Schiller, Johann	1799	Literature	37.74	Switzerland	Germany	Germanic	0
Schlegel, August von 	1807	Literature	10.75	Germany	Germany	Germanic	0
Schleiermacher, Friedrich	1808	Philosophy	4.16	Czech	Germany	Czech	0
Schlemmer, Oskar	1928	Art	2.38	Germany	Germany	Germanic	0
Schlick, Moritz	1922	Philosophy	3.80	Czech	Austria	Jewish	0
Schmidt-Rottluff, Karl	1924	Art	3.87	Germany	Germany	Germanic	0
Schmitt, Florent	1910	Music	3.52	France	France	French	0
Schnitzler, Arthur	1902	Literature	3.81	Austria	Austria	Jewish	0
Schobert, Johann	1767	Music	2.96	Germany	France	Germanic	0
Schönberg, Arnold	1914	Music	39.00	Austria	Austria	Jewish	0
Schongauer, Martin	1470	Art	12.75	Germany	Germany	Germanic	0
Schopenhauer, Arthur	1828	Philosophy	24.24	Germany	Germany	Germanic	0
Schreker, Franz	1918	Music	2.32	Austria	Austria	Jewish	0
Schubert, Franz	1828	Music	44.27	Austria	Austria	Germanic	0
Schulz, Bruno	1932	Literature	0.96	Poland	Poland	Jewish	0
Schulz, Johann	1787	Music	1.65	Germany	Germany	Germanic	0
Schumann, Robert	1850	Music	42.32	Germany	Germany	Germanic	0
Schütz, Heinrich	1625	Music	12.90	Germany	Germany	Germanic	0
Schweitzer, Anton	1775	Music	1.00	Germany	Germany	Germanic	0
Schwitters, Kurt	1927	Art	8.36	Germany	Germany	Germanic	0
Scott, Walter	1811	Literature	32.83	Britain	Britain	Scots	0
Scriabin, Alexander	1912	Music	8.15	Russia	Russia	Slavic	0
Scribe, Eugene	1831	Literature	4.92	France	France	French	0
Scudery, Madelaine de	1648	Literature	3.23	France	France	French	1
Sebastiano del Piombo	1525	Art	4.48	Italy	Italy	Italian	0
Seghers, Anna (Radvanyi)	1940	Literature	2.46	Germany	Germany	Jewish	1
Seghers, Hercules 	1629	Art	1.95	Netherlands	Netherlands	Dutch	0
Seneca	43	Literature	24.06	Rome	Rome	Ancient Roman	0
Senfl, Ludwig	1526	Music	3.75	Switzerland	Germany	Germanic	0
Sermisy, Claudin de	1530	Music	2.69	France	France	French	0
Seurat, Georges	1891	Art	22.19	France	France	French	0
Severini, Gino	1923	Art	3.65	Italy	France	Italian	0
Sevigne, Marie de	1666	Literature	5.17	France	France	French	1
Sextus Empiricus	200	Philosophy	2.98	Ancient Greece	Ancient Greece	Ancient Greek	0
Shakespeare, William	1604	Literature	100.00	Britain	Britain	English	0
Shaw, George	1896	Literature	17.95	Britain	Britain	Irish	0
Shelley, Percy	1822	Literature	24.89	Britain	Britain	English	0
Sheridan, Richard	1791	Literature	5.26	Britain	Britain	English	0
Sholokhov, Mikhail	1945	Literature	4.04	Russia	Russia	Slavic	0
Shostakovich, Dmitri	1946	Music	11.55	Russia	Russia	Slavic	0
Sibelius, Jean	1905	Music	10.12	Finland	Finland	Finnish	0
Sidney, Philip	1586	Literature	11.45	Britain	Britain	English	0
Sienkiewicz, Henryk	1886	Literature	6.50	Poland	Poland	Polish	0
Signac, Paul	1903	Art	4.43	France	France	French	0
Signorelli, Luca	1481	Art	7.45	Italy	Italy	Italian	0
Sillanpää, Frans 	1928	Literature	3.74	Finland	Finland	Finnish	0
Silone, Ignazio (Tranquilli)	1940	Literature	4.27	Italy	Italy	Italian	0
Simone Martini	1324	Art	20.62	Italy	Italy	Italian	0
Simonides of Ceos	-516	Literature	4.44	Ancient Greece	Ancient Greece	Ancient Greek	0
Simpson, Thomas (composer)	1622	Music	1.00	Britain	Germany	English	0
Sinding, Christian	1896	Music	1.33	Norway	Norway	Norwegian	0
Sisley, Alfred	1879	Art	6.08	France	France	English	0
Slowacki, Juliusz	1849	Literature	7.37	Poland	Poland	Polish	0
Sluter, Claus	1380	Art	15.12	Netherlands	France	Dutch	0
Smetana, Bedrich	1864	Music	11.84	Czech	Czech	Czech	0
Smollett, Tobias	1761	Literature	6.25	Britain	Britain	Scots	0
Snyders, Frans	1619	Art	1.89	Belgium	Belgium	Flemish	0
Socrates	-429	Philosophy	26.32	Ancient Greece	Ancient Greece	Ancient Greek	0
Sodoma, Il	1517	Art	1.00	Italy	Italy	Italian	0
Soler, Antonio	1769	Music	1.00	Spain	Spain	Spanish	0
Solimena, Francesco	1697	Art	1.00	Italy	Italy	Italian	0
Sologub, Fedor	1903	Literature	3.15	Russia	Russia	Slavic	0
Solomos, Dionysus	1838	Literature	2.59	Balkans	Balkans	Greek	0
Solon of Athens	-600	Literature	4.86	Ancient Greece	Ancient Greece	Ancient Greek	0
Sophocles	-456	Literature	25.97	Ancient Greece	Ancient Greece	Ancient Greek	0
Sorge, Reinhard	1916	Literature	1.72	Germany	Germany	Germanic	0
Southey, Robert	1814	Literature	3.43	Britain	Britain	English	0
Soutine, Chaim	1933	Art	4.44	Russia	France	Jewish	0
Spencer, Herbert	1860	Philosophy	4.71	Britain	Britain	English	0
Spender, Stephen	1949	Literature	2.62	Britain	Britain	English	0
Spenser, Edmund	1592	Literature	13.75	Britain	Britain	English	0
Spielhagen, Friedrich	1869	Literature	1.83	Germany	Germany	Germanic	0
Spinoza, Benedict	1672	Philosophy	27.39	Netherlands	Netherlands	Jewish	0
Spohr, Louis	1824	Music	6.59	Germany	Germany	Germanic	0
Spontini, Gaspare	1814	Music	5.70	Italy	Germany	Italian	0
Spranger, Bartholomeus	1586	Art	4.26	Belgium	Belgium	Flemish	0
Staden, Sigmund	1647	Music	1.00	Germany	Germany	Germanic	0
Stadler, Ernst	1914	Literature	1.13	Germany	Germany	Germanic	0
Staël, Madame de (Necker)	1806	Literature	11.37	France	France	French	1
Stamitz, Carl	1785	Music	1.12	Germany	France	Germanic	0
Stamitz, Johann	1757	Music	7.56	Czech	Germany	Czech	0
Stampa, Gaspara	1554	Literature	2.00	Italy	Italy	Italian	1
Stanford, Charles	1892	Music	2.70	Britain	Britain	Irish	0
Steele, Richard	1712	Literature	5.30	Britain	Britain	Irish	0
Steen, Jan	1666	Art	9.01	Netherlands	Netherlands	Dutch	0
Steffani, Agostino	1694	Music	4.51	Italy	Germany	Italian	0
Stendhal (Beyle) 	1823	Literature	21.05	France	France	French	0
Sterne, Laurence	1753	Literature	14.94	Britain	Britain	English	0
Stevenson, Robert	1890	Literature	7.12	Britain	Britain	Scots	0
Stiernhielm, Georg	1638	Literature	1.88	Sweden	Sweden	Swedish	0
Stifter, Adalbert	1845	Literature	5.16	Czech	Austria	Czech	0
Stoltzer, Thomas	1515	Music	1.75	Germany	Germany	Germanic	0
Storm, Theodor	1857	Literature	5.39	Germany	Germany	Germanic	0
Stoss, Veit	1485	Art	7.92	Germany	Germany	Germanic	0
Stradella, Alessandro	1679	Music	5.14	Italy	Italy	Italian	0
Strauss, Johann, Jr.	1865	Music	4.74	Austria	Austria	Germanic	0
Strauss, Richard	1904	Music	25.56	Germany	Germany	Germanic	0
Stravinsky, Igor	1922	Music	45.42	Russia	Russia	Slavic	0
Striggi, Alessandro	1580	Music	1.48	Italy	Italy	Italian	0
Strindberg August	1889	Literature	25.10	Sweden	Sweden	Swedish	0
Stubbs, George	1764	Art	4.47	Britain	Britain	English	0
Sturluson, Snorri	1219	Literature	5.74	Iceland	Iceland	Icelandic	0
Sudermann, Hermann	1897	Literature	3.68	Germany	Germany	Germanic	0
Suetonius, Gaius	109	Literature	5.59	Rome	Rome	Ancient Roman	0
Sullivan, Arthur Seymour	1882	Music	4.81	Britain	Britain	English	0
Susato, Tylman	1540	Music	1.07	Belgium	Netherlands	Dutch	0
Sutherland, Graham	1943	Art	2.65	Britain	Britain	English	0
Svevo, Italo (Schmitz)	1901	Literature	5.72	Italy	Italy	Jewish	0
Swedenborg, Emanuel	1728	Literature	8.61	Sweden	Sweden	Swedish	0
Sweelinck, Jan	1602	Music	4.92	Netherlands	Netherlands	Dutch	0
Swift, Jonathan	1707	Literature	18.08	Britain	Britain	English	0
Swinburne, Algernon	1877	Literature	8.72	Britain	Britain	English	0
Synge, John	1909	Literature	4.51	Britain	Britain	Irish	0
Szymanowski, Karol	1922	Music	4.14	Russia	Poland	Slavic	0
Tacitus	95	Literature	13.23	Rome	Rome	Ancient Roman	0
Tailleferre, Germaine	1932	Music	1.84	France	France	French	1
Tallis, Thomas 	1545	Music	5.62	Britain	Britain	English	0
Taneyev, Sergei	1896	Music	1.16	Russia	Russia	Slavic	0
Tanguy, Yves	1940	Art	1.81	France	France	French	0
Tartini, Giuseppe	1732	Music	3.50	Italy	Italy	Italian	0
Tasso, Torquato	1584	Literature	22.13	Italy	Italy	Italian	0
Tassoni, Alessandro	1605	Literature	2.50	Italy	Italy	Italian	0
Tatlin, Vladimir	1925	Art	11.94	Russia	Russia	Slavic	0
Taverner, John	1535	Music	3.07	Britain	Britain	English	0
Tchaikovsky, Piotr	1880	Music	20.48	Russia	Russia	Slavic	0
Tegner, Esias	1822	Literature	8.17	Sweden	Sweden	Swedish	0
Telemann, Georg	1721	Music	11.47	Germany	Germany	Germanic	0
Teniers, David the Younger	1650	Art	1.43	Belgium	Belgium	Flemish	0
Tennyson, Alfred	1849	Literature	11.91	Britain	Britain	English	0
Terbrugghen, Hendrick	1628	Art	2.89	Netherlands	Netherlands	Dutch	0
Terence, Publius	-159	Literature	18.44	Rome	Rome	Ancient Roman	0
Teresa de Jesus (Cepeda), Santa	1555	Literature	5.03	Spain	Spain	Spanish	1
Tertullian	200	Literature	3.71	Rome	Rome	Ancient Roman	0
Thackeray, William	1851	Literature	11.69	Britain	Britain	English	0
Thales	-585	Philosophy	6.07	Ancient Greece	Ancient Greece	Ancient Greek	0
Theile, Johann	1686	Music	1.26	Germany	Germany	Germanic	0
Theocritus of Syracuse	-270	Literature	13.60	Ancient Greece	Ancient Greece	Ancient Greek	0
Theognis of Megara	-540	Literature	2.93	Ancient Greece	Ancient Greece	Ancient Greek	0
Theophrastus	-331	Literature	3.96	Ancient Greece	Ancient Greece	Ancient Greek	0
Thibaut de Champagne 	1241	Music	1.00	France	France	French	0
Thomas,  Ambroise	1851	Music	3.14	France	France	French	0
Thompson, Francis	1899	Literature	4.26	Britain	Britain	English	0
Thomson, James (poet)	1740	Literature	6.13	Britain	Britain	Scots	0
Thorvaldsen, Bertel	1810	Art	3.76	Denmark	Denmark	Danish	0
Thucydides	-420	Literature	14.69	Ancient Greece	Ancient Greece	Ancient Greek	0
Tibullus	-19	Literature	6.66	Rome	Rome	Ancient Roman	0
Tieck, Johann	1813	Literature	9.39	Germany	Germany	Germanic	0
Tiepolo, Giandomenico	1767	Art	3.16	Italy	Italy	Italian	0
Tiepolo, Giovanni	1736	Art	20.86	Italy	Italy	Italian	0
Tinctoris, Johannes	1476	Music	3.45	Belgium	Italy	Flemish	0
Tino da Camaino	1335	Art	2.85	Italy	Italy	Italian	0
Tintoretto, Jacopo	1558	Art	27.75	Italy	Italy	Italian	0
Tippett, Michael	1945	Music	4.70	Britain	Britain	English	0
Titelouze, Jean	1603	Music	1.00	France	France	French	0
Titian (Vecellio)	1530	Art	59.57	Italy	Italy	Italian	0
Toller, Ernst	1933	Literature	3.18	Germany	Germany	Jewish	0
Tolstoy, Alexey K.	1857	Literature	2.38	Russia	Russia	Slavic	0
